,indicator_group,year,value,indicator_name,source_comment,country,indicator_units,source_name,category_name,sub_category
475,Customer acquisition,,20.5,Total installed cost ,Fig. 3.6,Portugal, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
476,Modules,,300.3,Total installed cost ,Fig. 3.6,Slovenia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
477,Inverters,,53.2,Total installed cost ,Fig. 3.6,Slovenia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
478,Racking and mounting,,70.9,Total installed cost ,Fig. 3.6,Slovenia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
479,Grid connection,,37.8,Total installed cost ,Fig. 3.6,Slovenia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
480,Cabling/ wiring,,24.2,Total installed cost ,Fig. 3.6,Slovenia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
481,Safety and security,,39.0,Total installed cost ,Fig. 3.6,Slovenia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
482,Monitoring and control,,5.4,Total installed cost ,Fig. 3.6,Slovenia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
483,Mechanical installation,,125.3,Total installed cost ,Fig. 3.6,Slovenia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
484,Electrical installation,,74.6,Total installed cost ,Fig. 3.6,Slovenia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
485,Inspection,,49.3,Total installed cost ,Fig. 3.6,Slovenia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
486,Margin,,105.6,Total installed cost ,Fig. 3.6,Slovenia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
487,Financing costs,,21.1,Total installed cost ,Fig. 3.6,Slovenia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
488,System design,,14.1,Total installed cost ,Fig. 3.6,Slovenia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
489,Permitting,,21.1,Total installed cost ,Fig. 3.6,Slovenia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
490,Incentive application,,23.5,Total installed cost ,Fig. 3.6,Slovenia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
491,Customer acquisition,,0.0,Total installed cost ,Fig. 3.6,Slovenia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
492,Modules,,329.0,Total installed cost ,Fig. 3.6,Indonesia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
493,Inverters,,78.0,Total installed cost ,Fig. 3.6,Indonesia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
494,Racking and mounting,,67.0,Total installed cost ,Fig. 3.6,Indonesia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
495,Grid connection,,96.0,Total installed cost ,Fig. 3.6,Indonesia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
496,Cabling/ wiring,,92.0,Total installed cost ,Fig. 3.6,Indonesia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
497,Safety and security,,10.0,Total installed cost ,Fig. 3.6,Indonesia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
498,Monitoring and control,,16.0,Total installed cost ,Fig. 3.6,Indonesia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
499,Mechanical installation,,34.7,Total installed cost ,Fig. 3.6,Indonesia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
500,Electrical installation,,24.8,Total installed cost ,Fig. 3.6,Indonesia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
501,Inspection,,44.7,Total installed cost ,Fig. 3.6,Indonesia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
502,Margin,,84.4,Total installed cost ,Fig. 3.6,Indonesia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
503,Financing costs,,28.8,Total installed cost ,Fig. 3.6,Indonesia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
504,System design,,14.9,Total installed cost ,Fig. 3.6,Indonesia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
505,Permitting,,29.8,Total installed cost ,Fig. 3.6,Indonesia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
506,Incentive application,,0.0,Total installed cost ,Fig. 3.6,Indonesia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
507,Customer acquisition,,11.9,Total installed cost ,Fig. 3.6,Indonesia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
508,Modules,,389.7,Total installed cost ,Fig. 3.6,Canada, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
509,Inverters,,53.4,Total installed cost ,Fig. 3.6,Canada, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
510,Racking and mounting,,89.0,Total installed cost ,Fig. 3.6,Canada, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
511,Grid connection,,71.0,Total installed cost ,Fig. 3.6,Canada, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
512,Cabling/ wiring,,45.0,Total installed cost ,Fig. 3.6,Canada, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
513,Safety and security,,14.3,Total installed cost ,Fig. 3.6,Canada, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
514,Monitoring and control,,10.9,Total installed cost ,Fig. 3.6,Canada, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
515,Mechanical installation,,71.9,Total installed cost ,Fig. 3.6,Canada, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
516,Electrical installation,,63.4,Total installed cost ,Fig. 3.6,Canada, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
517,Inspection,,19.2,Total installed cost ,Fig. 3.6,Canada, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
518,Margin,,84.3,Total installed cost ,Fig. 3.6,Canada, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
519,Financing costs,,5.6,Total installed cost ,Fig. 3.6,Canada, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
520,System design,,18.7,Total installed cost ,Fig. 3.6,Canada, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
521,Permitting,,7.0,Total installed cost ,Fig. 3.6,Canada, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
522,Incentive application,,13.2,Total installed cost ,Fig. 3.6,Canada, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
523,Customer acquisition,,4.3,Total installed cost ,Fig. 3.6,Canada, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
524,Modules,,308.3,Total installed cost ,Fig. 3.6,Mexico, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
525,Inverters,,47.2,Total installed cost ,Fig. 3.6,Mexico, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
526,Racking and mounting,,101.6,Total installed cost ,Fig. 3.6,Mexico, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
527,Grid connection,,74.7,Total installed cost ,Fig. 3.6,Mexico, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
528,Cabling/ wiring,,50.6,Total installed cost ,Fig. 3.6,Mexico, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
529,Safety and security,,26.1,Total installed cost ,Fig. 3.6,Mexico, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
530,Monitoring and control,,15.8,Total installed cost ,Fig. 3.6,Mexico, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
531,Mechanical installation,,65.5,Total installed cost ,Fig. 3.6,Mexico, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
532,Electrical installation,,35.2,Total installed cost ,Fig. 3.6,Mexico, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
533,Inspection,,14.1,Total installed cost ,Fig. 3.6,Mexico, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
534,Margin,,123.7,Total installed cost ,Fig. 3.6,Mexico, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
535,Financing costs,,20.5,Total installed cost ,Fig. 3.6,Mexico, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
536,System design,,13.2,Total installed cost ,Fig. 3.6,Mexico, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
537,Permitting,,12.1,Total installed cost ,Fig. 3.6,Mexico, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
538,Incentive application,,36.7,Total installed cost ,Fig. 3.6,Mexico, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
539,Customer acquisition,,12.8,Total installed cost ,Fig. 3.6,Mexico, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
540,Modules,,372.3,Total installed cost ,Fig. 3.6,Argentina, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
541,Inverters,,62.8,Total installed cost ,Fig. 3.6,Argentina, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
542,Racking and mounting,,55.4,Total installed cost ,Fig. 3.6,Argentina, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
543,Grid connection,,76.4,Total installed cost ,Fig. 3.6,Argentina, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
544,Cabling/ wiring,,102.9,Total installed cost ,Fig. 3.6,Argentina, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
545,Safety and security,,8.2,Total installed cost ,Fig. 3.6,Argentina, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
546,Monitoring and control,,7.6,Total installed cost ,Fig. 3.6,Argentina, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
547,Mechanical installation,,58.7,Total installed cost ,Fig. 3.6,Argentina, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
548,Electrical installation,,52.0,Total installed cost ,Fig. 3.6,Argentina, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
549,Inspection,,11.7,Total installed cost ,Fig. 3.6,Argentina, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
550,Margin,,84.3,Total installed cost ,Fig. 3.6,Argentina, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
551,Financing costs,,12.9,Total installed cost ,Fig. 3.6,Argentina, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
552,System design,,14.1,Total installed cost ,Fig. 3.6,Argentina, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
553,Permitting,,24.4,Total installed cost ,Fig. 3.6,Argentina, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
554,Incentive application,,0.0,Total installed cost ,Fig. 3.6,Argentina, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
555,Customer acquisition,,5.0,Total installed cost ,Fig. 3.6,Argentina, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
556,Modules,,339.2,Total installed cost ,Fig. 3.6,Australia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
557,Inverters,,38.0,Total installed cost ,Fig. 3.6,Australia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
558,Racking and mounting,,89.3,Total installed cost ,Fig. 3.6,Australia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
559,Grid connection,,44.0,Total installed cost ,Fig. 3.6,Australia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
560,Cabling/ wiring,,42.1,Total installed cost ,Fig. 3.6,Australia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
561,Safety and security,,11.5,Total installed cost ,Fig. 3.6,Australia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
562,Monitoring and control,,5.1,Total installed cost ,Fig. 3.6,Australia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
563,Mechanical installation,,87.4,Total installed cost ,Fig. 3.6,Australia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
564,Electrical installation,,78.3,Total installed cost ,Fig. 3.6,Australia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
565,Inspection,,29.6,Total installed cost ,Fig. 3.6,Australia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
566,Margin,,55.1,Total installed cost ,Fig. 3.6,Australia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
567,Financing costs,,29.4,Total installed cost ,Fig. 3.6,Australia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
568,System design,,10.7,Total installed cost ,Fig. 3.6,Australia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
569,Permitting,,37.5,Total installed cost ,Fig. 3.6,Australia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
570,Incentive application,,11.6,Total installed cost ,Fig. 3.6,Australia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
571,Customer acquisition,,13.7,Total installed cost ,Fig. 3.6,Australia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
572,Modules,,269.9,Total installed cost ,Fig. 3.6,United Kingdom, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
573,Inverters,,38.8,Total installed cost ,Fig. 3.6,United Kingdom, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
574,Racking and mounting,,65.0,Total installed cost ,Fig. 3.6,United Kingdom, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
575,Grid connection,,66.0,Total installed cost ,Fig. 3.6,United Kingdom, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
576,Cabling/ wiring,,78.5,Total installed cost ,Fig. 3.6,United Kingdom, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
577,Safety and security,,28.2,Total installed cost ,Fig. 3.6,United Kingdom, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
578,Monitoring and control,,4.4,Total installed cost ,Fig. 3.6,United Kingdom, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
579,Mechanical installation,,77.6,Total installed cost ,Fig. 3.6,United Kingdom, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
580,Electrical installation,,68.5,Total installed cost ,Fig. 3.6,United Kingdom, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
581,Inspection,,24.6,Total installed cost ,Fig. 3.6,United Kingdom, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
582,Margin,,55.0,Total installed cost ,Fig. 3.6,United Kingdom, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
583,Financing costs,,43.5,Total installed cost ,Fig. 3.6,United Kingdom, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
584,System design,,6.3,Total installed cost ,Fig. 3.6,United Kingdom, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
585,Permitting,,44.7,Total installed cost ,Fig. 3.6,United Kingdom, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
586,Incentive application,,28.9,Total installed cost ,Fig. 3.6,United Kingdom, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
587,Customer acquisition,,10.1,Total installed cost ,Fig. 3.6,United Kingdom, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
588,Modules,,370.0,Total installed cost ,Fig. 3.6,Estonia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
589,Inverters,,49.9,Total installed cost ,Fig. 3.6,Estonia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
590,Racking and mounting,,46.4,Total installed cost ,Fig. 3.6,Estonia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
591,Grid connection,,38.3,Total installed cost ,Fig. 3.6,Estonia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
592,Cabling/ wiring,,64.2,Total installed cost ,Fig. 3.6,Estonia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
593,Safety and security,,26.8,Total installed cost ,Fig. 3.6,Estonia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
594,Monitoring and control,,17.8,Total installed cost ,Fig. 3.6,Estonia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
595,Mechanical installation,,65.1,Total installed cost ,Fig. 3.6,Estonia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
596,Electrical installation,,49.9,Total installed cost ,Fig. 3.6,Estonia, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
