,country,year,value,indicator_name,indicator_topic,indicator_subtopic,indicator_group,source_description
927,Japan,2021,0.091502427,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
928,Japan,2022,0.095791198,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
929,Mexico,2012,0.30423665,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
930,Mexico,2013,0.196371399,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
931,Mexico,2014,0.140081461,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
932,Mexico,2015,0.086949402,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
933,Mexico,2016,0.163241292,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
934,Mexico,2017,0.147932704,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
935,Mexico,2018,0.086546463,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
936,Mexico,2019,0.077980314,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
937,Mexico,2020,0.057785764,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
938,Mexico,2021,0.052214672,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
939,Mexico,2022,0.066150122,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
940,Netherlands,2016,0.125981111,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
941,Netherlands,2017,0.140518395,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
942,Netherlands,2018,0.10676034,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
943,Netherlands,2019,0.101834458,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
944,Netherlands,2020,0.098661824,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
945,Netherlands,2021,0.08207977,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
946,Netherlands,2022,0.089524352,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
947,Republic of Korea,2010,0.481488318,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
948,Republic of Korea,2011,0.503777463,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
949,Republic of Korea,2012,0.202549215,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
950,Republic of Korea,2013,0.239597691,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
951,Republic of Korea,2014,0.184473153,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
952,Republic of Korea,2015,0.169495818,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
953,Republic of Korea,2016,0.162408995,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
954,Republic of Korea,2017,0.109273146,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
955,Republic of Korea,2018,0.08995771,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
956,Republic of Korea,2019,0.082606788,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
957,Republic of Korea,2020,0.062840775,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
958,Republic of Korea,2021,0.058740969,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
959,Republic of Korea,2022,0.073802804,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
960,Spain,2010,0.347535556,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
961,Spain,2011,0.241796979,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
962,Spain,2012,0.194878678,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
963,Spain,2013,0.148868489,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
964,Spain,2014,0.14308939,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
965,Spain,2015,0.08336137,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
966,Spain,2019,0.052822124,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
967,Spain,2020,0.048437871,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
968,Spain,2021,0.05023073,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
969,Spain,2022,0.046064044,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
970,Türkiye,2016,0.134306297,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
971,Türkiye,2017,0.127595827,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
972,Türkiye,2018,0.101576239,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
973,Türkiye,2019,0.092050733,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
974,Türkiye,2020,0.070842525,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
975,Türkiye,2021,0.067605204,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
976,Türkiye,2022,0.070819697,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
977,United Kingdom,2010,0.569676122,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
978,United Kingdom,2011,0.52538833,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
979,United Kingdom,2012,0.308540346,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
980,United Kingdom,2013,0.249429853,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
981,United Kingdom,2014,0.203862517,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
982,United Kingdom,2015,0.158504002,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
983,United Kingdom,2016,0.150027706,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
984,United Kingdom,2017,0.122847946,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
985,United Kingdom,2018,0.124882714,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
986,United Kingdom,2019,0.092853363,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
987,United Kingdom,2020,0.078601413,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
988,United Kingdom,2021,0.072350114,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
989,United Kingdom,2022,0.075918253,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
990,United States,2010,0.235299367,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
991,United States,2011,0.280169195,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
992,United States,2012,0.242214266,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
993,United States,2013,0.241237858,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
994,United States,2014,0.164968122,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
995,United States,2015,0.152525695,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
996,United States,2016,0.138486445,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
997,United States,2017,0.100599266,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
998,United States,2018,0.078082795,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
